;Version, 1, 0
;load_out (Cl=3.00e-16),;load_out (Cl=3.20e-16),;load_out (Cl=3.40e-16),;load_out (Cl=3.60e-16),;load_out (Cl=3.80e-16),;load_out (Cl=4.00e-16),;load_out (Cl=4.20e-16),;load_out (Cl=4.40e-16),;load_out (Cl=4.60e-16),;load_out (Cl=4.80e-16),;load_out (Cl=5.00e-16),;load_out (Cl=5.20e-16),;load_out (Cl=5.40e-16),;load_out (Cl=5.60e-16),;load_out (Cl=5.80e-16),;load_out (Cl=6.00e-16)
;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y
;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re
;time, V,;time, V,;time, V,;time, V,;time, V,;time, V,;time, V,;time, V,;time, V,;time, V,;time, V,;time, V,;time, V,;time, V,;time, V,;time, V
;s, V,;s, V,;s, V,;s, V,;s, V,;s, V,;s, V,;s, V,;s, V,;s, V,;s, V,;s, V,;s, V,;s, V,;s, V,;s, V
"0","3.011546971569968e-07","0","3.011546971569968e-07","0","3.011546971569968e-07","0","3.011546971569968e-07","0","3.011546971569968e-07","0","3.011546971569968e-07","0","3.011546971569968e-07","0","3.011546971569968e-07","0","3.011546971569968e-07","0","3.011546971569968e-07","0","3.011546971569968e-07","0","3.011546971569968e-07","0","3.011546971569968e-07","0","3.011546971569968e-07","0","3.011546971569968e-07","0","3.011546971569968e-07"
"4.671875e-15","0.0002611917035521692","4.671875e-15","0.0002550078762698712","4.671875e-15","0.0002491104305885969","4.671875e-15","0.000243479921256051","4.671875e-15","0.0002380986246122383","4.671875e-15","0.0002329503521790487","4.671875e-15","0.0002280202879524784","4.671875e-15","0.0002232948459657995","4.671875e-15","0.000218761545227662","4.671875e-15","0.0002144088996186334","4.671875e-15","0.0002102263206936348","4.671875e-15","0.0002062040316646048","4.671875e-15","0.0002023329910856523","4.671875e-15","0.0001986048249924364","4.671875e-15","0.0001950117664206884","4.671875e-15","0.00019154660138116"
"9.34375e-15","0.0005210722464533625","9.34375e-15","0.0005087397772252673","9.34375e-15","0.0004969779757742281","9.34375e-15","0.0004857481220196295","9.34375e-15","0.0004750149217776194","9.34375e-15","0.0004647461360159666","9.34375e-15","0.0004549122572365881","9.34375e-15","0.0004454862261484673","9.34375e-15","0.0004364431828927987","9.34375e-15","0.0004277602479993984","9.34375e-15","0.0004194163290155202","9.34375e-15","0.0004113919493600337","9.34375e-15","0.0004036690964766557","9.34375e-15","0.0003962310867997865","9.34375e-15","0.0003890624453946187","9.34375e-15","0.000382148798444177"
"1.7624089e-14","0.0009794227554568481","1.7624089e-14","0.0009562671043806826","1.7624089e-14","0.000934181684002199","1.7624089e-14","0.0009130939533830032","1.7624089e-14","0.0008929377842141801","1.7624089e-14","0.0008736527673680289","1.7624089e-14","0.0008551836075538491","1.7624089e-14","0.0008374795932828999","1.7624089e-14","0.0008204941314373506","1.7624089e-14","0.0008041843374214072","1.7624089e-14","0.0007885106733249225","1.7624089e-14","0.0007734366276406293","1.7624089e-14","0.0007589284310790023","1.7624089e-14","0.0007449548038268163","1.7624089e-14","0.0007314867302524701","1.7624089e-14","0.0007184972576464196"
"3.4184768e-14","0.001886176869025195","3.4184768e-14","0.001841711065998221","3.4184768e-14","0.001799294914322136","3.4184768e-14","0.001758789817567686","3.4184768e-14","0.001720069405653088","3.4184768e-14","0.001683018215114213","3.4184768e-14","0.001647530536789329","3.4184768e-14","0.001613509406632391","3.4184768e-14","0.00158086571934726","3.4184768e-14","0.001549517447696538","3.4184768e-14","0.001519388953134058","3.4184768e-14","0.001490410375469619","3.4184768e-14","0.001462517091225983","3.4184768e-14","0.001435649231825391","3.4184768e-14","0.001409751254017383","3.4184768e-14","0.001384771556073727"
"6.730612699999999e-14","0.00365976858447952","6.730612699999999e-14","0.003574042046895554","6.730612699999999e-14","0.003492244032446104","6.730612699999999e-14","0.003414110285932651","6.730612699999999e-14","0.003339399754889302","6.730612699999999e-14","0.003267892095366224","6.730612699999999e-14","0.003199385492975838","6.730612699999999e-14","0.003133694753609683","6.730612699999999e-14","0.003070649625681113","6.730612699999999e-14","0.003010093321691306","6.730612699999999e-14","0.002951881212104372","6.730612699999999e-14","0.002895879668441673","6.730612699999999e-14","0.002841965036122021","6.730612699999999e-14","0.002790022720355824","6.730612699999999e-14","0.002739946370809579","6.730612699999999e-14","0.002691637152836418"
"1.33548844e-13","0.007062847672001108","1.33548844e-13","0.006899647293245272","1.33548844e-13","0.006743832975506147","1.33548844e-13","0.006594913494457408","1.33548844e-13","0.006452440317434386","1.33548844e-13","0.006316003056278352","1.33548844e-13","0.006185225490223037","1.33548844e-13","0.006059762077003328","1.33548844e-13","0.00593929488359074","1.33548844e-13","0.005823530878675808","1.33548844e-13","0.005712199538141337","1.33548844e-13","0.005605050721956499","1.33548844e-13","0.005501852787283768","1.33548844e-13","0.005402390907636501","1.33548844e-13","0.005306465572250659","1.33548844e-13","0.00521389124354567"
