;Version, 1, 0
;inv_out
;X, Y
;Re, Re
;time, V
;s, V
"6.8868043997e-11","1.199119460162454"
"6.936804399699999e-11","1.19919067790472"
"6.986804399699999e-11","1.199256196809468"
"7.036804399699999e-11","1.199316486873878"
"7.086804399699999e-11","1.19937198237086"
"7.136804399699999e-11","1.19942308490967"
"7.1868043997e-11","1.199470166293932"
"7.2368043997e-11","1.19951357118634"
"7.286804399699999e-11","1.199553619586734"
"7.336804399699999e-11","1.199590609126873"
"7.386804399699999e-11","1.199624817180924"
"7.436804399699999e-11","1.199656502785384"
"7.486804399699999e-11","1.19968590835573"
"7.5368043997e-11","1.199713261179696"
"7.5868043997e-11","1.199738774658977"
"7.6368043997e-11","1.199762649263118"
"7.686804399699999e-11","1.199785073152529"
"7.736804399699999e-11","1.199806222424116"
"7.786804399699999e-11","1.199826260935321"
"7.836804399699999e-11","1.199845339673993"
"7.886804399699999e-11","1.19986359566544"
"7.9368043997e-11","1.199881150446977"
"7.9868043997e-11","1.199898108194232"
"8.036804399699999e-11","1.19991455364916"
"8.086804399699999e-11","1.199930550068545"
"8.136804399699999e-11","1.199946137470623"
"8.186804399699999e-11","1.199961331489831"
"8.236804399699999e-11","1.199976123140222"
"8.286804399699999e-11","1.199990479727162"
"8.3368043997e-11","1.200006051250017"
"8.3868043997e-11","1.200024384105036"
"8.436804399699999e-11","1.200041243680882"
"8.486804399699999e-11","1.20005655966919"
"8.536804399699999e-11","1.200070286256736"
"8.586804399699999e-11","1.200082385194838"
"8.636804399699999e-11","1.200092825130161"
"8.6868043997e-11","1.200101585459646"
"8.7368043997e-11","1.200108660506714"
"8.786804399699999e-11","1.200114062578544"
"8.836804399699999e-11","1.200117823524586"
"8.886804399699999e-11","1.200119994847096"
"8.936804399699999e-11","1.200120646593611"
"8.986804399699999e-11","1.20011986532675"
"9.036804399699999e-11","1.200117751473536"
"9.0868043997e-11","1.200114416330813"
"9.1368043997e-11","1.200109978960767"
"9.186804399699999e-11","1.20010456316115"
"9.236804399699999e-11","1.200098294645427"
"9.286804399699999e-11","1.200091263298356"
"9.336804399699999e-11","1.200083558747981"
"9.386804399699999e-11","1.200075412834996"
"9.436804399699999e-11","1.200066927028337"
"9.4868043997e-11","1.200058195487146"
"9.536804399699999e-11","1.200049306369882"
"9.586804399699999e-11","1.200040341627639"
"9.636804399699999e-11","1.200031376493841"
"9.686804399699999e-11","1.200022479073369"
"9.736804399699999e-11","1.200013710134276"
"9.786804399699999e-11","1.200005123100073"
"9.8368043997e-11","1.19999766804401"
"9.8868043997e-11","1.199991765963935"
"9.936804399699999e-11","1.199985903535333"
"9.986804399699999e-11","1.199980111560832"
"1.00368043997e-10","1.199974424802006"
"1.00684021998e-10","1.199970892858182"
"1.01e-10","1.199967421499717"
"1.01019339062e-10","1.198906428170623"
"1.01039915988e-10","1.197794092691197"
"1.01074828362e-10","1.195952336543973"
"1.0114465311e-10","1.192384842841027"
"1.01225457366e-10","1.18796135581569"
"1.01305796633e-10","1.182630861409848"
"1.01385097573e-10","1.177348133957749"
"1.0145626074e-10","1.173008418158878"
"1.01539812684e-10","1.168284397550286"
"1.01687959126e-10","1.160532132928366"
"1.01846006746e-10","1.15314053733138"
"1.02e-10","1.147246945299046"
"1.02013155438e-10","1.147631595808839"
"1.02027512306e-10","1.148050410027389"
"1.02049719037e-10","1.148695600202006"
"1.02094132498e-10","1.149975732835788"
"1.02182959421e-10","1.152495333322699"
"1.02360613266e-10","1.157378601339397"
"1.02715920957e-10","1.166548280092194"
"1.03012096904e-10","1.173650701906856"
"1.03420207486e-10","1.182691894904991"
"1.03829479115e-10","1.190950830416238"
"1.04301008573e-10","1.199562890046038"
"1.04801008573e-10","1.210789377627143"
"1.05191594286e-10","1.218608456376194"
"1.05573762191e-10","1.225451392382791"
"1.06057160334e-10","1.233156400286976"
"1.06557160334e-10","1.240205583539217"
"1.07057160334e-10","1.246503854636388"
"1.07557160334e-10","1.252223149076013"
"1.08057160334e-10","1.257528356236848"
"1.08557160334e-10","1.262573587510859"
"1.09057160334e-10","1.267471001783652"
"1.09557160334e-10","1.27225400830148"
"1.10057160334e-10","1.276886147959222"
"1.10557160334e-10","1.281303853226392"
"1.11057160334e-10","1.285441473680387"
"1.11557160334e-10","1.289228462168289"
"1.12057160334e-10","1.292575195005776"
"1.12557160334e-10","1.295360099491931"
"1.13057160334e-10","1.297424449915182"
"1.13557160334e-10","1.298578125659486"
"1.14057160334e-10","1.298616034896824"
"1.14557160334e-10","1.29733987841377"
"1.15057160334e-10","1.294576408779673"
"1.15557160334e-10","1.290184404517777"
"1.16057160334e-10","1.284048162953268"
"1.16557160334e-10","1.276062630612862"
"1.17057160334e-10","1.266114425448668"
"1.17557160334e-10","1.254103475580566"
"1.18057160334e-10","1.239914474733562"
"1.18557160334e-10","1.223390155573654"
"1.19057160334e-10","1.204194598536136"
"1.19557160334e-10","1.184188059026307"
"1.20054360917e-10","1.160406014846198"
"1.20530228763e-10","1.133946304816874"
"1.20991185186e-10","1.10554497038267"
"1.21491185186e-10","1.072038445904974"
"1.21991185186e-10","1.036099600328365"
"1.22491185186e-10","0.9983117292809194"
"1.22991185186e-10","0.9595805816415229"
"1.23491185186e-10","0.9209238761251031"
"1.23991185186e-10","0.8828493996326529"
"1.24491185186e-10","0.8451577233064341"
"1.24991185186e-10","0.8074119511662199"
"1.25491185186e-10","0.7693011047178777"
"1.25991185186e-10","0.730695544885465"
"1.26491185186e-10","0.6915959008945388"
"1.26991185186e-10","0.6520814231934343"
"1.27491185186e-10","0.6122722900001248"
"1.27991185186e-10","0.5723035285961943"
"1.28491185186e-10","0.5323122819341347"
"1.28991185186e-10","0.4924375695391916"
"1.29491185186e-10","0.4528238000288062"
"1.29991185186e-10","0.413611964490064"
"1.30491185186e-10","0.3749418458659067"
"1.30991185186e-10","0.3370154082321522"
"1.31491185186e-10","0.2999592659633039"
"1.31991185186e-10","0.2636423731562001"
"1.32491185186e-10","0.2281571466340249"
"1.32991185186e-10","0.1946365669369031"
"1.33491185186e-10","0.1648354804278014"
"1.33976499092e-10","0.1400725261755466"
"1.34476499092e-10","0.1185243088876398"
"1.34976499092e-10","0.1004483466086813"
"1.35476499092e-10","0.08529238518696344"
"1.35976499092e-10","0.07257217746405699"
"1.36476499092e-10","0.06189024078940974"
"1.36976499092e-10","0.05291011066937707"
"1.37476499092e-10","0.04535112811415767"
"1.37976499092e-10","0.03898106027109155"
"1.38476499092e-10","0.03360969700837792"
"1.38976499092e-10","0.02908084220665802"
"1.39476499092e-10","0.0252641637443807"
"1.39976499092e-10","0.02204926439597737"
"1.40476499092e-10","0.01934205561093212"
"1.40976499092e-10","0.01706240176010787"
"1.41476499092e-10","0.01514229175173518"
"1.41976499092e-10","0.01352424833987668"
"1.42476499092e-10","0.01215991221460657"
"1.42976499092e-10","0.01100880706434411"
"1.43476499092e-10","0.01003729835626568"
"1.43976499092e-10","0.009217748530799473"
"1.44476499092e-10","0.008527861306878744"
"1.44976499092e-10","0.007950201134474222"
"1.45476499092e-10","0.007471866821239256"
"1.45976499092e-10","0.007084285567227375"
"1.46476499092e-10","0.006783076385126144"
"1.46976499092e-10","0.006567931269308298"
"1.47476499092e-10","0.006442529722090719"
"1.47976499092e-10","0.006414686963642662"
"1.48476499092e-10","0.006497120037716899"
"1.48976499092e-10","0.006709961865242025"
"1.49476499092e-10","0.007072469600200465"
"1.49976499092e-10","0.007571946818812605"
"1.50468072885e-10","0.008156092020789152"
"1.50968072885e-10","0.008787433024646423"
"1.51468072885e-10","0.009399784336577165"
"1.51968072885e-10","0.009947027692820314"
"1.52468072885e-10","0.0103976462259794"
"1.52968072885e-10","0.01073447050975415"
"1.53468072885e-10","0.01095207357409062"
"1.53968072885e-10","0.01105350766450105"
"1.54468072885e-10","0.01104733154085567"
"1.54968072885e-10","0.01094526472285462"
"1.55468072885e-10","0.01076048478695067"
"1.55968072885e-10","0.010506463335195"
"1.56468072885e-10","0.01019621314532253"
"1.56968072885e-10","0.009841833199151308"
"1.57468072885e-10","0.00945426208607616"
"1.57968072885e-10","0.009043173012855314"
"1.58468072885e-10","0.008616962175203703"
"1.58968072885e-10","0.008182796332176135"
"1.59468072885e-10","0.007746695768477054"
"1.59968072885e-10","0.007313636284373285"
"1.60468072885e-10","0.006887659165417215"
"1.60968072885e-10","0.006471981841449092"
"1.61468072885e-10","0.006069104583978867"
"1.61968072885e-10","0.005680910431599987"
"1.62468072885e-10","0.005308756804041367"
"1.62968072885e-10","0.004953558130919161"
"1.63468072885e-10","0.004615859398904752"
"1.63968072885e-10","0.004295900894858515"
"1.64468072885e-10","0.003993674652945279"
"1.64968072885e-10","0.003708973243992537"
"1.65468072885e-10","0.00344143160643236"
"1.65968072885e-10","0.003190562632302957"
"1.66468072885e-10","0.002955787204887787"
"1.66968072885e-10","0.002736459347795767"
"1.67468072885e-10","0.002531887096659755"
"1.67968072885e-10","0.002341349649535029"
"1.68468072885e-10","0.002164111294349818"
"1.68968072885e-10","0.00199943255402596"
"1.69468072885e-10","0.001846578934606357"
"1.69968072885e-10","0.001704827613190362"
"1.70468072885e-10","0.001573472372591539"
"1.70968072885e-10","0.001451827117191912"
"1.71468072885e-10","0.001339228511200869"
"1.71968072885e-10","0.001235038968230694"
"1.72468072885e-10","0.001138652527591779"
"1.72968072885e-10","0.001049505235561536"
"1.73468072885e-10","0.0009670821605291256"
"1.73968072885e-10","0.0008909071373680271"
"1.74468072885e-10","0.0008205181201399127"
"1.74968072885e-10","0.0007554432724969361"
"1.75468072885e-10","0.0006951857947147192"
"1.75968072885e-10","0.0006392175859500791"
"1.76468072885e-10","0.0005869800715706348"
"1.76968072885e-10","0.0005378917702194118"
"1.77468072885e-10","0.000491363845176969"
"1.77968072885e-10","0.0004468258472649342"
"1.78468072885e-10","0.0004037633578041657"
"1.78968072885e-10","0.0003617665869009613"
"1.79468072885e-10","0.0003205840525713119"
"1.79968072885e-10","0.0002801696225490235"
"1.80468072885e-10","0.0002407076202067625"
"1.80968072885e-10","0.0002026029377076057"
"1.81468072885e-10","0.0001664321430723548"
"1.81968072885e-10","0.0001328639218837022"
"1.82468072885e-10","0.0001025666875747716"
"1.82968072885e-10","7.612337678267107e-05"
"1.83468072885e-10","5.396845269610855e-05"
"1.83968072885e-10","3.635367042837018e-05"
"1.84468072885e-10","2.334134135981331e-05"
"1.84968072885e-10","1.481897560247229e-05"
"1.85468072885e-10","1.052751357954463e-05"
"1.85968072885e-10","1.009593920114132e-05"
"1.86468072885e-10","1.307674063803758e-05"
"1.86968072885e-10","1.897858184660599e-05"
"1.87468072885e-10","2.729419413994437e-05"
"1.87968072885e-10","3.752272124579641e-05"
"1.88468072885e-10","4.918655745613832e-05"
"1.88968072885e-10","6.184318548911318e-05"
"1.89468072885e-10","7.509274393913696e-05"
"1.89968072885e-10","8.858211792539884e-05"
"1.90468072885e-10","0.0001020063153531312"
"1.90968072885e-10","0.000115107810109186"
"1.91468072885e-10","0.000127674431867413"
"1.91968072885e-10","0.0001395362775784567"
"1.92468072885e-10","0.0001505620220727776"
"1.92968072885e-10","0.0001606549191176312"
"1.93468072885e-10","0.000169748711352749"
"1.93968072885e-10","0.0001778036075966053"
"1.94468072885e-10","0.0001848024379542079"
"1.94968072885e-10","0.0001907470593833502"
"1.95468072885e-10","0.0001956550553397146"
"1.95968072885e-10","0.0001995567512453289"
"1.96468072885e-10","0.0002024925514404332"
"1.96968072885e-10","0.0002045105917415375"
"1.97468072885e-10","0.0002056646938654868"
"1.97968072885e-10","0.0002060126027701603"
"1.98468072885e-10","0.0002056144849284522"
"1.98968072885e-10","0.0002045316640464802"
"1.99468072885e-10","0.0002028255703469164"
"1.99734036442e-10","0.000201681553219914"
"2e-10","0.0002003856986947859"
"2.00018016013e-10","0.001087600136997004"
"2.00037010821e-10","0.002011733650605732"
"2.00068269873e-10","0.003501641659487963"
"2.00130787978e-10","0.006373249035374231"
"2.00255824187e-10","0.01201184450074851"
"2.00369427038e-10","0.01723799740648949"
"2.00459242364e-10","0.02077488551529634"
"2.00542454199e-10","0.02344703720680957"
"2.00661123377e-10","0.02647239970741864"
"2.00807691123e-10","0.0292635830853799"
"2.00903845561e-10","0.03054304559870183"
"2.01e-10","0.03117880791827034"
"2.01010496284e-10","0.03084415731023025"
"2.01021872931e-10","0.03048257526006699"
"2.01038417699e-10","0.02995961991751834"
"2.01071507236e-10","0.02892472118514743"
"2.01137686308e-10","0.02689814707879749"
"2.01270044454e-10","0.02300746648419371"
"2.01534760745e-10","0.01578412789999583"
"2.0173747701e-10","0.01072661863574534"
"2.01962016452e-10","0.005587653028171291"
"2.02411095337e-10","-0.005242632152412649"
"2.02734427998e-10","-0.01352240681559906"
"2.02944893406e-10","-0.01810719875061242"
"2.03281850979e-10","-0.02444248156308106"
"2.0352295106e-10","-0.02836373463475637"
"2.04005151222e-10","-0.03522766991789007"
"2.04505151222e-10","-0.04172753369896744"
"2.05005151222e-10","-0.04871831196417273"
"2.05491856878e-10","-0.05640534303743247"
"2.05991856878e-10","-0.06443349257972664"
"2.06491856878e-10","-0.0719378939787553"
"2.06991856878e-10","-0.07861933780556908"
"2.07491856878e-10","-0.08424400883730603"
"2.07991856878e-10","-0.08858881951717014"
"2.08491856878e-10","-0.09150889160697473"
"2.08991856878e-10","-0.0929186663246932"
"2.09491856878e-10","-0.09265450099571074"
"2.09991856878e-10","-0.09039406678700135"
"2.10491856878e-10","-0.08576844346585778"
"2.10991856878e-10","-0.07843041042090235"
"2.11487524656e-10","-0.06816614941631427"
"2.11987524656e-10","-0.0544460001879216"
"2.12487524656e-10","-0.03709224619253224"
"2.12987524656e-10","-0.01597733866789542"
"2.13387486416e-10","0.003299084377972413"
"2.13818758058e-10","0.02600705823315526"
"2.14318758058e-10","0.05442377084815803"
"2.14818758058e-10","0.08462368350261194"
"2.15318758058e-10","0.1162315195376795"
"2.15818758058e-10","0.148905873588541"
"2.16318758058e-10","0.1823043080444427"
"2.16818758058e-10","0.2160488478521359"
"2.17318758058e-10","0.2497208113741786"
"2.17818758058e-10","0.2829345323526612"
"2.18318758058e-10","0.3154707825356269"
"2.18818758058e-10","0.3473308911108791"
"2.19318758058e-10","0.3786483453543033"
"2.19818758058e-10","0.4095692852521162"
"2.20318758058e-10","0.440192475591044"
"2.20818758058e-10","0.4705605744897053"
"2.21318758058e-10","0.5006695278174553"
"2.21818758058e-10","0.5304788371577945"
"2.22318758058e-10","0.5599191886033232"
"2.22818758058e-10","0.5888990917352084"
"2.23318758058e-10","0.617312449941317"
"2.23818758058e-10","0.6450472619473339"
"2.24318758058e-10","0.671993920813755"
"2.24818758058e-10","0.6980512620975695"
"2.25318758058e-10","0.7231300039500965"
"2.25818758058e-10","0.7471557602389688"
"2.26318758058e-10","0.7700760603864384"
"2.26818758058e-10","0.7918809951298885"
"2.27318758058e-10","0.8126274958747588"
"2.27818758058e-10","0.8325264848751485"
"2.28318758058e-10","0.8523243084251161"
"2.28818758058e-10","0.8730666972899767"
"2.29318758058e-10","0.894306599938077"
"2.29762335403e-10","0.9129341929634019"
"2.30262335403e-10","0.9332580333487094"
"2.30762335403e-10","0.9526598782690814"
"2.31262335403e-10","0.9710036343207825"
"2.31762335403e-10","0.988210122624971"
"2.32262335403e-10","1.00425926573746"
"2.32762335403e-10","1.01917251193987"
"2.33262335403e-10","1.032984851629436"
"2.33762335403e-10","1.045736928943489"
"2.34262335403e-10","1.057479976078464"
"2.34762335403e-10","1.068275175855915"
"2.35262335403e-10","1.078188708433851"
"2.35762335403e-10","1.087287316056012"
"2.36262335403e-10","1.095635584616257"
"2.36762335403e-10","1.103294526254116"
"2.37262335403e-10","1.110320921755944"
"2.37762335403e-10","1.116767056258654"
"2.38262335403e-10","1.122680575319103"
"2.38762335403e-10","1.128104185883593"
"2.39262335403e-10","1.13307499550359"
"2.39762335403e-10","1.137624497020078"
"2.40262335403e-10","1.14177840997515"
"2.40762335403e-10","1.145549390484647"
"2.41262335403e-10","1.148930535309289"
"2.41762335403e-10","1.15190000822543"
"2.42262335403e-10","1.15444361445887"
"2.42762335403e-10","1.156597719541143"
"2.43262335403e-10","1.158468200918336"
"2.43762335403e-10","1.160185400310746"
"2.44262335403e-10","1.161849129589112"
"2.44762335403e-10","1.16351532278177"
"2.45262335403e-10","1.16520601018115"
"2.45762335403e-10","1.166922279895175"
"2.46262335403e-10","1.168654150740552"
"2.46762335403e-10","1.170386893679051"
"2.47262335403e-10","1.17210473942699"
"2.47762335403e-10","1.173792897917213"
"2.48262335403e-10","1.175438545680198"
"2.48762335403e-10","1.177031203205038"
"2.49262335403e-10","1.178562764394059"
"2.49762335403e-10","1.180027338393502"
"2.50262335403e-10","1.181421000664042"
"2.50762335403e-10","1.182741510853363"
"2.51262335403e-10","1.183988030685165"
"2.51762335403e-10","1.185160860021652"
"2.52262335403e-10","1.186261200008852"
"2.52762335403e-10","1.187290946621611"
"2.53262335403e-10","1.1882525146393"
"2.53762335403e-10","1.189148690251203"
"2.54262335403e-10","1.189982509567293"
"2.54762335403e-10","1.190757159946276"
"2.55262335403e-10","1.191475901023402"
"2.55762335403e-10","1.192142002481767"
"2.56262335403e-10","1.192758695871034"
"2.56762335403e-10","1.193329138079739"
"2.57262335403e-10","1.193856384376698"
"2.57762335403e-10","1.194343369233425"
"2.58262335403e-10","1.194792893412"
"2.58762335403e-10","1.195207616046641"
"2.59262335403e-10","1.195590050660949"
"2.59762335403e-10","1.195942564247475"
"2.60262335403e-10","1.196267378693819"
"2.60762335403e-10","1.196566573972766"
"2.61262335403e-10","1.196842092625677"
"2.61762335403e-10","1.197095745161471"
"2.62262335403e-10","1.19732921607058"
"2.62762335403e-10","1.197544070216726"
"2.63262335403e-10","1.197741759421299"
"2.63762335403e-10","1.197923629097497"
"2.64262335403e-10","1.198090924825686"
"2.64762335403e-10","1.198244798789172"
"2.65262335403e-10","1.19838631601177"
"2.65762335403e-10","1.198516460356301"
"2.66262335403e-10","1.19863614025718"
"2.66762335403e-10","1.1987461941713"
"2.67262335403e-10","1.198847395739993"
"2.67762335403e-10","1.198940458661453"
"2.68262335403e-10","1.199026041277934"
"2.68762335403e-10","1.199104750885716"
"2.69262335403e-10","1.199177147778292"
"2.69762335403e-10","1.199243749034905"
"2.70262335403e-10","1.199305032067334"
"2.70762335403e-10","1.199361437937978"
"2.71262335403e-10","1.199413374461819"
"2.71762335403e-10","1.199461219103648"
"2.72262335403e-10","1.199505321680279"
"2.72762335403e-10","1.199546006874957"
"2.73262335403e-10","1.199583576568003"
"2.73762335403e-10","1.199618311983585"
"2.74262335403e-10","1.199650475647416"
"2.74762335403e-10","1.199680313143938"
"2.75262335403e-10","1.199708054654364"
"2.75762335403e-10","1.199733916248892"
"2.76262335403e-10","1.1997581008983"
"2.76762335403e-10","1.199780799162983"
"2.77262335403e-10","1.199802189513178"
"2.77762335403e-10","1.199822438235183"
"2.78262335403e-10","1.199841698887975"
"2.78762335403e-10","1.199860111296081"
"2.792623354029999e-10","1.199877800100588"
"2.79762335403e-10","1.19989487294152"
"2.80262335403e-10","1.199911418408765"
"2.80762335403e-10","1.199927503967848"
"2.81262335403e-10","1.199943174128773"
"2.81762335403e-10","1.19995844916467"
"2.82262335403e-10","1.199973324686279"
"2.82762335403e-10","1.199987772327196"
"2.83262335403e-10","1.200002424509803"
"2.83762335403e-10","1.200021032424697"
"2.84262335403e-10","1.200038180502958"
"2.84762335403e-10","1.200053792711222"
"2.85262335403e-10","1.200067822117296"
"2.85762335403e-10","1.200080229868453"
"2.86262335403e-10","1.200090983290121"
"2.86762335403e-10","1.200100059539427"
"2.87262335403e-10","1.200107449947039"
"2.87762335403e-10","1.200113163354268"
"2.88262335403e-10","1.200117227962698"
"2.88762335403e-10","1.200119691702592"
"2.89262335403e-10","1.20012062133132"
"2.89762335403e-10","1.200120100551793"
"2.90262335403e-10","1.200118227455271"
"2.90762335403e-10","1.200115111571721"
